Accessori e moda,COSMETICS
Servicios y tecnologa de la informacin,SOFTWARE
Perkhidmatan Kemudahan,SERVICE
Layanan Fasilitas,SERVICE
Servios para eventos,SERVICE
Usugi dla jednostek i rodzin,SERVICE
Services pour lenvironnement,SERVICE
Servicios para el individuo y la familia,CONSULTING
Servizi per la persona e la famiglia,CONSULTING
Servios jurdicos,LEGAL
Servios da informao,SERVICE
Services la personne,SERVICE
Servios pblicos,SERVICE
Scheepsbouw,MANUFACTURING
Skeppsbyggbranschen,MANUFACTURING
Construcii navale,MANUFACTURING
Pembinaan Kapal,MANUFACTURING
Pembuatan Kapal,MANUFACTURING
Schiffbau,MANUFACTURING
Scheepvaart,TRANSPORTATION
Transports maritimes,TRANSPORTATION
Penghantaran BungkusanPengangkutan,TRANSPORTATION
Doprava nkladn automobilov a eleznin peprava,TRANSPORTATION
Cantieri navali,SERVICE
Chantiers navals,SERVICE
Skipsverft,SERVICE
Fotografering,ENTERTAINMENT_LEISURE
Skibskonstruktion,MANUFACTURING
Skladovn,FINANCIAL_SERVICES
Tabaco,FOOD_BEVERAGE_TOBACCO
Organisasi Sivik Sosial,SERVICE
Associations et organisations sociales et syndicales,SERVICE
Organisasi Sipil Sosial,SERVICE
Soziale Einrichtungen,SERVICE
Soziale Dienstleistungen,SERVICE
Oprogramowanie komputerowe,SOFTWARE
Softwares,SOFTWARE
Programutvecklingsbranschen,SOFTWARE
Szkolenia specjalistyczne i doradztwo,CONSULTING
Olahraga,SPORTS
Sport en fitnessartikelen,SPORTS
Sportartikelbranschen,SPORTS
Sportbranschen,SPORTS
Artculos deportivos,SPORTS
Barangan Sukan,SPORTS
Idrettsutstyr,SPORTS
Materiais esportivos,SPORTS
Spor Malzemeleri,SPORTS
Sportartikel,SPORTS
Deportes,SPORTS
Esportes,SPORTS
Idrett,SPORTS
Spor,SPORTS
Sport,SPORTS
Sukan,SPORTS
Echipament sportiv,SPORTS
Sportovn poteby,SPORTS
Artykuy sportowe,SPORTS
Spotebn elektronika,ELECTRONICS
Kadry,HUMAN_RESOURCES
Bemanning og rekruttering,HUMAN_RESOURCES
Penetapan Staf dan Perekrutan,HUMAN_RESOURCES
Pengambilan Kakitangan dan Perekrutan,HUMAN_RESOURCES
Personeel en werven,HUMAN_RESOURCES
Statlige forhold,SERVICE
Devlet Ynetimi,SERVICE
Stavebn inenrstv,MANUFACTURING
Almacenamiento,STORAGE
Armazenagem,STORAGE
Depolama,STORAGE
Magazynowanie,STORAGE
Entreposage stockage,STORAGE
Slijterijen,DEPARTMENT_STORES
Artykuy luksusowe i biuteria,COSMETICS
Sttn sprva,SERVICE
Badania,EDUCATION
Tasarm,APPAREL_ACCESSORIES
SubcontratacionesOffshoring,SERVICE
Enseignement suprieur,EDUCATION
Stormarknadsbranschen,DEPARTMENT_STORES
Pasar Raya,DEPARTMENT_STORES
Supermarkeder,DEPARTMENT_STORES
Supermarketuri,DEPARTMENT_STORES
Supermarkety,DEPARTMENT_STORES
Supermarkten,DEPARTMENT_STORES
Supermercados,DEPARTMENT_STORES
Kantoorbenodigdheden en apparatuur,RETAIL_WHOLESALE
Suprimentos e equipamentos comerciais,RETAIL_WHOLESALE
Consumabile i echipament de birou,RETAIL_WHOLESALE
Forsyningstjenester vannstrmosv,RETAIL_WHOLESALE
Duurzaamheid en milieu,ENERGY
Tabkov prmysl,FOOD_BEVERAGE_TOBACCO
Artes cnicas,ARTS_CRAFTS
Tecnologa inalmbrica,TECHNOLOGY
Telekomunikace,TELECOMMUNICATIONS
Telekomunikacja,TELECOMMUNICATIONS
Telecommunicatie,TELECOMMUNICATIONS
Telecomunicaciones,TELECOMMUNICATIONS
Telecomunicaii,TELECOMMUNICATIONS
Telecomunicazioni,TELECOMMUNICATIONS
Telekommunikasjon,TELECOMMUNICATIONS
Telekommunikation,TELECOMMUNICATIONS
Telekommunikationsbranschen,TELECOMMUNICATIONS
Telekomunikasi,TELECOMMUNICATIONS
Telecomunicaes,TELECOMMUNICATIONS
Telekomnikasyon,TELECOMMUNICATIONS
tervinnings och miljbranschen,MANUFACTURING
Text och redigeringsbranschen,NEWSPAPER_PUBLISHERS
Textilbranschen,MANUFACTURING
Tekstil,MANUFACTURING
Tessile,MANUFACTURING
Textiel,MANUFACTURING
Industrie textile,MANUFACTURING
Sector textil,MANUFACTURING
Tekstiler,MANUFACTURING
Textilien,MANUFACTURING
Byggbranschen,CONSTRUCTION
Rozwj programw,CONSTRUCTION
Modebranschen,APPAREL_ACCESSORIES
Filmbranschen,MOTION_PICTURE_VIDEO
Tecnologia da informao e servios,SOFTWARE
Musikbranschen,MUSIC
Prvn sluby,SERVICE
Bezpenostn a vyetovac sluby,SERVICE
Transportbranschen lastbil och jrnvg,TRANSPORTATION
Divadlo tanec a dal jevitn umn,ARTS_CRAFTS
Kumpulan Pemikir,ENTREPRENEUR
Sprzt i wyposaenie dla firm,RETAIL_WHOLESALE
Tj og mode,SERVICE
Tketici Hizmetleri,SERVICE
Tketici Elektronii,ELECTRONICS
Tnketanke,ENTREPRENEUR
Tabac,FOOD_BEVERAGE_TOBACCO
Tabacco,FOOD_BEVERAGE_TOBACCO
Tabak,FOOD_BEVERAGE_TOBACCO
Tembakau,FOOD_BEVERAGE_TOBACCO
Tobak,FOOD_BEVERAGE_TOBACCO
Tobakk,FOOD_BEVERAGE_TOBACCO
Tutun,FOOD_BEVERAGE_TOBACCO
Wyroby tytoniowe,FOOD_BEVERAGE_TOBACCO
Tobaksbranschen,FOOD_BEVERAGE_TOBACCO
nvmnt superior,EDUCATION
Tourismus und Freizeit,ENTERTAINMENT_LEISURE
Pariwisata Perhotelan,ENTERTAINMENT_LEISURE
Comrcio e desenvolvimento internacional,RETAIL_WHOLESALE
Comrcio e desenvolvimento international,RETAIL_WHOLESALE
Handel i wsppraca midzynarodowa,RETAIL_WHOLESALE
Formare profesional i instruire,EDUCATION
Training dan Bimbingan Profesional,SERVICE
Treinamento e orientao profissional,SERVICE
Schulungen Coaching,SERVICE
Traduccin y localizacin,SERVICE
Oversettelse og lokalisering,SERVICE
Oversttelse og lokalisering,SERVICE
Penerjemahan dan Pelokalan,SERVICE
Penterjemahan dan Penyetempatan,SERVICE
Traduceri i localizare,SERVICE
Traduction et adaptation,SERVICE
Traduo e localizao,SERVICE
Traduzione e localizzazione,SERVICE
Vertalingen en lokalisatie,SERVICE
bersetzung und Lokalisierung,SERVICE
Trasporti su stradaferrovia,TRANSPORTATION
Transportwesen Bahnverkehr,TRANSPORTATION
Transporte por carretera o ferrocarril,TRANSPORTATION
Transportvrachtvervoerspoorwegen,TRANSPORTATION
Transport transport samochodowy transport kolejowy,TRANSPORTATION
TransporteCaminhesTrens,TRANSPORTATION
Transportlastbiljernbane,TRANSPORTATION
TransporturiCamioaneFeroviare,TRANSPORTATION
Vrije tijd reizen en toerisme,ENTERTAINMENT_LEISURE
Wisata Travel Pariwisata,ENTERTAINMENT_LEISURE
Treinamento distncia,TRANSPORTATION
Ttn,SERVICE
Plastikk,MANUFACTURING
tudesrecherche,EDUCATION
Tumaczenia i lokalizacja,SERVICE
TurismHoteluri,HOTEL
Tipografie,SERVICE
Vtvarn umn,ARTS_CRAFTS
Underhllningsbranschen,ENTERTAINMENT_LEISURE
Artykuy powszechnego uytku,NEWSPAPER_PUBLISHERS
Kamu Hizmetleri,ENERGY
Nutsbedrijf,ENERGY
Utiliti,ENERGY
Utvende myndighet,SERVICE
VA och elntsbranschen,SERVICE
Veejn politika,SERVICE
Risk Sermayesi ve zel Sermaye,VENTURE_CAPITAL
Capital de riesgo y capital privado,VENTURE_CAPITAL
Capital de risc i capital privat,VENTURE_CAPITAL
Capitale di rischio e private equity,VENTURE_CAPITAL
Capitalrisque et fonds LBO,VENTURE_CAPITAL
Capital de risco e participaes privadas,VENTURE_CAPITAL
Risikokapital og aktiv eierkapital,VENTURE_CAPITAL
Durfkapitaal privvermogen,VENTURE_CAPITAL
Modal Usaha Ekuitas Pribadi,VENTURE_CAPITAL
versttnings och lokaliseringsbranschen,SERVICE
Veterinar,HEALTH_CARE
Veterinaria,HEALTH_CARE
Veterinr,HEALTH_CARE
Diergeneeskunde,HEALTH_CARE
Tiermedizin,HEALTH_CARE
Veterinerlik,HEALTH_CARE
Veterinria,HEALTH_CARE
Veterinrvirksomhet,HEALTH_CARE
Veterinari,HEALTH_CARE
Videogiochi,TECHNOLOGY
Vnzri engros,RETAIL_WHOLESALE
Meslek Eitimi ve Eitmenlik,EDUCATION
Formation professionnelle,EDUCATION
Formazione professionale,EDUCATION
Vymhn prva,SERVICE
Vysokokolsk vzdln,EDUCATION
Magazijn,STORAGE
Lagervirksomhet,STORAGE
Lagerhaltung,STORAGE
Magazzinaggio,STORAGE
Pergudangan,STORAGE
Hrtie i produse forestiere,CONSUMER_PRODUCTS
Veden neziskovch organizac,SERVICE
Arme,DEFENSE
Derecho,SERVICE
Webbmediebranschen,INTERNET_PUBLISHING
Weiterfhrende Ausbildung,EDUCATION
Rynki kapitaowe,VENTURE_CAPITAL
Commerce de gros,RETAIL_WHOLESALE
Engros,RETAIL_WHOLESALE
Groothandel,RETAIL_WHOLESALE
Sprzeda hurtowa,RETAIL_WHOLESALE
Velkoobchod,RETAIL_WHOLESALE
Venta al por mayor,RETAIL_WHOLESALE
Perdagangan Grosir,RETAIL_WHOLESALE
Vendita allingrosso,RETAIL_WHOLESALE
arap ve Alkoll ecekler,FOOD_BEVERAGE_TOBACCO
Vinuri i buturi alcoolice,FOOD_BEVERAGE_TOBACCO
Minuman Anggur dan Alkohol,FOOD_BEVERAGE_TOBACCO
Vin och spritbranschen,FOOD_BEVERAGE_TOBACCO
Vin og brennevin,FOOD_BEVERAGE_TOBACCO
Vin og spiritus,FOOD_BEVERAGE_TOBACCO
Vinhos e destilados,FOOD_BEVERAGE_TOBACCO
Vino e liquori,FOOD_BEVERAGE_TOBACCO
Vino y licor,FOOD_BEVERAGE_TOBACCO
Vins et spiritueux,FOOD_BEVERAGE_TOBACCO
Wain dan Arak,FOOD_BEVERAGE_TOBACCO
Weine und Spirituosen,FOOD_BEVERAGE_TOBACCO
Wina i napoje alkoholowe,FOOD_BEVERAGE_TOBACCO
Kablosuz,TELECOMMUNICATIONS
Nirkabel,TELECOMMUNICATIONS
Tanpa Wayar,TELECOMMUNICATIONS
Draadloze industrie,TELECOMMUNICATIONS
Rede sem fio,TELECOMMUNICATIONS
Technologies sans fil,TELECOMMUNICATIONS
Wirelessbranschen,TELECOMMUNICATIONS
Industrie bois et papiers,CONSUMER_PRODUCTS
Escritura y edicin,NEWSPAPER_PUBLISHERS
Penulisan dan Penyuntingan,NEWSPAPER_PUBLISHERS
Pisanie i redagowanie,NEWSPAPER_PUBLISHERS
Redactare i editare,NEWSPAPER_PUBLISHERS
Redazione e revisione,NEWSPAPER_PUBLISHERS
Schreiben und Redigieren,NEWSPAPER_PUBLISHERS
Schrijven en redactie,NEWSPAPER_PUBLISHERS
Skriving og redigering,NEWSPAPER_PUBLISHERS
Presse crite,NEWSPAPER_PUBLISHERS
Yatrm Bankacl,BANKING
Yaynclk,CONSTRUCTION
Ynetim Danmanl,SERVICE
Yatrm Ynetimi,FINANCIAL_SERVICES
Yrkestrnings och coachningsbranschen,EDUCATION
Zajiovn spoleenskch udlost,SERVICE
zen ve vzdlvn,EDUCATION
Mzik,ENTERTAINMENT_LEISURE
Zootehnie,SERVICE
Zvrolkastv,SERVICE
Accounting,ACCOUNTING
Agriculture,AGRICULTURE
AirlinesAviation,AVIATION
Alternative Dispute Resolution,LEGAL
Alternative Medicine,HEALTH_CARE
Alternative Schlichtungsmethoden,LEGAL
Amusement,ENTERTAINMENT_LEISURE
Animacin,MOTION_PICTURE_VIDEO
Animaie,MOTION_PICTURE_VIDEO
Animao,MOTION_PICTURE_VIDEO
Animation,MOTION_PICTURE_VIDEO
Apparel Fashion,APPAREL_ACCESSORIES
Aratrma,CONSUMER_PRODUCTS
Architecture Planning,ARCHITECTURE_DESIGN
Armda a vojensk sluba,DEFENSE
Articles de sport,SPORTS
Arts,ARTS_CRAFTS
Arts and Crafts,ARTS_CRAFTS
Automacin industrial,AUTOMOTIVE
Automao industrial,AUTOMOTIVE
Automotive,AUTOMOTIVE
Aviation Aerospace,AEROSPACE
Avocatur,LEGAL
Balklk,ENTERTAINMENT_LEISURE
Balrensk a kontejnerov prmysl,CARGO_HANDLING
Banking,BANKING
Bankvsen,BANKING
Biotechnology,BIOTECHNOLOGY
Bnci,BIOTECHNOLOGY
Broadcast Media,BROADCASTING
Building Materials,CONSTRUCTION
Business Supplies and Equipment,RETAIL_WHOLESALE
Capital Markets,VENTURE_CAPITAL
Chemicals,CHEMICAL
Civil Engineering,CONSTRUCTION
Civil ingenirvirksomhed,CONSTRUCTION
Commercial Real Estate,REAL_ESTATE
Computer Network Security,SOFTWARE
Computer Games,COMPUTER
Computer Hardware,COMPUTER
Computer Networking,COMPUTER
Computer Software,SOFTWARE
Computernetvrk,COMPUTER
Construccin naval,CONSTRUCTION
Construction,CONSTRUCTION
Consumer Electronics,ELECTRONICS
Consumer Goods,CONSUMER_PRODUCTS
Cosmetic,COSMETICS
Cosmetics,COSMETICS
Cosmtica,COSMETICS
Dairy,FOOD_BEVERAGE_TOBACCO
Defense Space,DEFENSE
Design,ARCHITECTURE_DESIGN
Design grfico,ARCHITECTURE_DESIGN
Detail,RETAIL_WHOLESALE
ELearning,EDUCATION
Editorao,NEWSPAPER_PUBLISHERS
Education Management,EDUCATION
Elearning,EDUCATION
ElectricalElectronic Manufacturing,ELECTRONICS
Elektrick a elektronick vroba,ELECTRONICS
Elence,ELECTRONICS
Elring,EDUCATION
Entertainment,ENTERTAINMENT_LEISURE
Environmental Services,ENERGY
Farming,AGRICULTURE
Film,MOTION_PICTURE_VIDEO
Films danimation,MOTION_PICTURE_VIDEO
Financial Services,FINANCIAL_SERVICES
Fine Art,ARTS_CRAFTS
Fishery,FOOD_BEVERAGE_TOBACCO
Food Beverages,FOOD_BEVERAGE_TOBACCO
Food Production,FOOD_BEVERAGE_TOBACCO
Formation distance,EDUCATION
Fotoraflk,ARTS_CRAFTS
FundRaising,FINANCIAL_SERVICES
Fundraising,FINANCIAL_SERVICES
Furniture,CONSUMER_PRODUCTS
Gambling Casinos,ENTERTAINMENT_LEISURE
Glass Ceramics Concrete,CONSTRUCTION
Glcksspiel Casinos,CONSTRUCTION
GraficDesign,ARCHITECTURE_DESIGN
Grafick design,ARCHITECTURE_DESIGN
Grande distribution,ARCHITECTURE_DESIGN
Graphic Design,ARCHITECTURE_DESIGN
HR,HUMAN_RESOURCES
Hardware,COMPUTER
Health Wellness and Fitness,HEALTH_CARE
Higher Education,EDUCATION
Hospital Health Care,HEALTH_CARE
Human Resources,HUMAN_RESOURCES
Human resources,HUMAN_RESOURCES
IT,SOFTWARE
Import a export,RETAIL_WHOLESALE
Import and Export,RETAIL_WHOLESALE
Import en export,RETAIL_WHOLESALE
Import et export,RETAIL_WHOLESALE
Import i eksport,RETAIL_WHOLESALE
Import i export,RETAIL_WHOLESALE
ImportExport,RETAIL_WHOLESALE
Indstria txtil,CONSUMER_PRODUCTS
Industrial Automation,AUTOMOTIVE
Information Technology and Services,SOFTWARE
Insurance,FINANCIAL_SERVICES
International Affairs,FOREIGN_AFFAIRS
International Trade and Development,RETAIL_WHOLESALE
Internet,COMPUTER
Investment Banking,INVESTMENT_BANKING
Investment Management,INVESTMENT_BANKING
Investment banking,INVESTMENT_BANKING
Judiciary,LEGAL
Judicirio,LEGAL
Laticnios,FOOD_BEVERAGE_TOBACCO
Law Enforcement,LEGAL
Law Practice,LEGAL
Legal Services,LEGAL
Legislative,LEGAL
Legislative Office,LEGAL
Leisure Travel Tourism,ENTERTAINMENT_LEISURE
Lesnick a paprnick prmysl,NEWSPAPER_PUBLISHERS
Logistica e Supply Chain,CARGO_HANDLING
Logistics and Supply Chain,CARGO_HANDLING
Luxury Goods Jewelry,APPAREL_ACCESSORIES
Machinery,MANUFACTURING
Machines,MANUFACTURING
Management Consulting,CONSULTING
Management consulting,CONSULTING
Maritime,DEFENSE
Marketing and Advertising,ADVERTISING
Marketing i reklama,ADVERTISING
Matbaaclk,FOOD_BEVERAGE_TOBACCO
Matriaux de construction,MANUFACTURING
Mbler,CONSUMER_PRODUCTS
Mdecines alternatives,PHARMACEUTICALS
Mdia online,TELECOMMUNICATIONS
Mechanical or Industrial Engineering,MANUFACTURING
Media Online,INTERNET_PUBLISHING
Media Production,MOTION_PICTURE_VIDEO
Media online,INTERNET_PUBLISHING
Mediaproductie,TELECOMMUNICATIONS
Medical Devices,HEALTH_CARE
Medical Practice,HEALTH_CARE
Mental Health Care,HEALTH_CARE
Military,DEFENSE
Militr,DEFENSE
Mining Metals,ENERGY
Motion Pictures and Film,MOTION_PICTURE_VIDEO
Msica,MUSIC
Museums and Institutions,ENTERTAINMENT_LEISURE
Music,MUSIC
Mveis,MOTION_PICTURE_VIDEO
Nanotechnology,TECHNOLOGY
Naval,DEFENSE
Newspapers,NEWSPAPER_PUBLISHERS
Nmonictv,ENTERTAINMENT_LEISURE
Oil Energy,ENERGY
Online Media,INTERNET_PUBLISHING
Online media,INTERNET_PUBLISHING
PackageFreight Delivery,CARGO_HANDLING
Packaging and Containers,CARGO_HANDLING
Paper Forest Products,CONSUMER_PRODUCTS
Pche,EDUCATION
Performancebranschen,ARTS_CRAFTS
Performing Arts,ARTS_CRAFTS
Personalressurser,HUMAN_RESOURCES
Petrol i energie,ENERGY
Pharmaceuticals,PHARMACEUTICALS
Photography,ARTS_CRAFTS
Plastic,MANUFACTURING
Plastics,MANUFACTURING
Plstico,MANUFACTURING
Plsticos,MANUFACTURING
Podiumkunst,ARTS_CRAFTS
Potaov hardware,COMPUTER
Potaov software,SOFTWARE
Potaov st,COMPUTER
PrimarySecondary Education,EDUCATION
Printing,NEWSPAPER_PUBLISHERS
Professions mdicales,HEALTH_CARE
Prtica jurdica,LEGAL
Prtica mdica,HEALTH_CARE
Publishing,NEWSPAPER_PUBLISHERS
Radio en tv,TELECOMMUNICATIONS
Railroad Manufacture,MANUFACTURING
Ranching,AGRICULTURE
Real Estate,REAL_ESTATE
Renewables Environment,ENERGY
Research,EDUCATION
Restaurantnring,FOOD_BEVERAGE_TOBACCO
Restaurants,FOOD_BEVERAGE_TOBACCO
Retail,RETAIL_WHOLESALE
Retsvsen,LEGAL
Ropn a energetick prmysl,ENERGY
Sector automovilstico,AUTOMOTIVE
Semiconductors,MANUFACTURING
Sfart,ARTS_CRAFTS
Shipbuilding,MANUFACTURING
Sntate wellness i fitness,HEALTH_CARE
Software,SOFTWARE
Spermarket,DEPARTMENT_STORES
Sporting Goods,SPORTS
Sports,SPORTS
Staffing and Recruiting,HUMAN_RESOURCES
Stavebn materily,MANUFACTURING
Strojn a prmyslov inenrstv,MANUFACTURING
Supermarket,DEPARTMENT_STORES
Supermarkets,DEPARTMENT_STORES
Supermrkte,DEPARTMENT_STORES
TV,ENTERTAINMENT_LEISURE
Telecommunications,TELECOMMUNICATIONS
Televizn a rozhlasov mdia,MOTION_PICTURE_VIDEO
Textile,MANUFACTURING
Textiles,MANUFACTURING
Textiln prmysl,MANUFACTURING
Think Tank,ENTREPRENEUR
Think Tanks,ENTREPRENEUR
Tlcommunications,TELECOMMUNICATIONS
Tobacco,FOOD_BEVERAGE_TOBACCO
Civic Social Organization,SERVICE
Consumer Services,SERVICE
TransportasiTrukKereta Api,TRANSPORTATION
TransportationTruckingRailroad,TRANSPORTATION
Events Services,SERVICE
Executive Office,SERVICE
Facilities Services,SERVICE
Filantropibranschen,SERVICE
Government Administration,SERVICE
Umleck emesla,ARTS_CRAFTS
Government Relations,SERVICE
Hospitality,SERVICE
Individual Family Services,SERVICE
Informatieservices,SERVICE
Information Services,SERVICE
Libraries,SERVICE
Market Research,SERVICE
Marketing a reklama,SERVICE
Nonprofit Organization Management,SERVICE
Venture Capital Private Equity,VENTURE_CAPITAL
Venture Capital und Private Equity,VENTURE_CAPITAL
Outsourcing Offshoring,SERVICE
Outsourcing a offshoring,SERVICE
OutsourcingDelokalisatie,SERVICE
Veterinary,HEALTH_CARE
Voln as cestovn a turistika,CONSTRUCTION
Vtrinaire,HEALTH_CARE
OutsourcingOffshoring,SERVICE
Outsourcingutsetting,SERVICE
Warehousing,CARGO_HANDLING
Wholesale,RETAIL_WHOLESALE
Wine and Spirits,FOOD_BEVERAGE_TOBACCO
Wireless,TELECOMMUNICATIONS
Philanthrophie,SERVICE
Philanthropy,SERVICE
Political Organization,SERVICE
Poradenstv pro management,SERVICE
Zabezpeen pota a st,TECHNOLOGY
Professional Training Coaching,SERVICE
Program Development,SERVICE
Zdrav wellness a fitness,HEALTH_CARE
Zkladn a stedn vzdln,CONSTRUCTION
Program Gelitirme,SERVICE
Proteccin civil,SERVICE
Public Policy,SERVICE
Public Relations and Communications,SERVICE
Public Safety,SERVICE
etnictv a daov poradenstv,ELECTRONICS
Recreational Facilities and Services,SERVICE
Religious Institutions,SERVICE
Security and Investigations,SERVICE
Services dinformation,SERVICE
Sntate,SERVICE
Terceirizao e offshoring,SERVICE
Toptanclk,SERVICE
Translation and Localization,SERVICE
Transmissionsmedie,SERVICE
Utilities,ENERGY
Writing and Editing,NEWSPAPER_PUBLISHERS
Zarzdzanie dziaalnoci nonprofit,SERVICE
dition,SERVICE
iftilik,SERVICE
tudes de march,SERVICE